objectid,title,subject,creator,editor,date,publication_type,format,identifier,description,rivers,years_studied,source,research_topic,location,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb
rrrd177,"Risk perception, federal spending, and the Savannah River site: attitudes of hunters and fishermen",,"Burger, J., Sanchez, J., Gibbons, J. W. and Gochfeld, M.",,1997,Journal Article,record,,,Savannah,,Risk Analysis: An International Journal;  2724332; Volume 17; Issue 3; 313-320pp.,n/a,South Carolina,2010-04-19,2010-04-19,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/177,177,176.jpg,/rrrd/image/176.jpg,record,,,,
rrrd178,"Gender differences in recreational use, environmental attitudes, and perceptions of future land use at the Savannah River Site","gender differences, recreational use, Department of Energy, Savannah River","Burger, J., Sanchez, J., Gibbons, J. W. and Gochfeld, M.",,1998,Journal Article,record,,,Savannah,,Environment & Behavior; Volume 30; Issue 4; 472-486pp.,"Gender differences, Visitor attitudes, Perceptions of land use",South Carolina,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/178,178,177.jpg,/rrrd/image/177.jpg,record,,,,
rrrd179,The value of watchable wildlife: a case study of McNeil River,,"Clayton, C. and Mendelsohn, R.",,1993,Journal Article,record,,,McNeil,,Journal of Environmental Management; ISSN 0301-4797; Volume 39; Issue 2; 101-106pp.,Economic value of recreation,Alaska,2010-04-19,2010-04-19,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/179,179,178.jpg,/rrrd/image/178.jpg,record,,,,
rrrd180,"Recreation and power production on the Ocoee River, Tennessee",,"Hunt, M.",,1987,Book Section,record,,,Ocoee,,"Americans Outdoors, the legacy, the challenge, with case studies: the report of the President's Commission,  Washington, D.C,  Island Press,  093328036X,  355-358",Miscellaneous,Tennessee,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/180,180,,,record,,,,
rrrd181,The effects of a structured camp experience on perceived freedom in leisure,,"James, M. R.",,1987,Journal Article,record,,,Mississippi,,"Bradford Papers Annual, Bradford Woods Outdoor Education Center, Indiana University,  No. 2,  1-6",Miscellaneous,n/a,2010-04-19,2010-04-19,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/181,181,,,record,,,,
rrrd182,Recreation impacts in some riparian forests of the eastern United States,,"Cole, D. N. and Marion, J. L.",,1988,Journal Article,record,,,Delaware; New River Gorge,,"Environmental Management,  0364-152X, 12, 1,  99-107",Level of environmental impact,New Jersey; Pennsylvania; West Virginia,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/182,182,,,record,,,,
rrrd183,Outdoor recreation experience preferences and environmental concern: an exploratory study,,"Converse, R. S.",,1981,Thesis,record,,,n/a,,"Moscow, ID,  University of Idaho, 169",n/a,n/a,2010-04-19,2010-04-19,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/183,183,,,record,,,,
rrrd184,Living on the edge: a process for redesigning campgrounds in grizzly bear habitat,"wildlife-human interactions, bear-human conflicts, campground design, recreation planning","Creachbaum, M. S., Johnson, C. and Schmidt, R. H.",,1998,Journal Article,record,,,Shoshone (North Fork),,"Landscape and Urban Planning,  0169-2046, 42, 2,  269-286","Recreation planning, Bear-human conflicts, Wildlife-human interactions",Wyoming,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/184,184,,,record,,,,
rrrd185,Recreation value of water to wetlands in the San Joaquin valley: linked multinomial logit and count data trip frequency models,,"Creel, M. and Loomis, J.",,1992,Journal Article,record,,,San Joaquin River,,"Water Resources Research,  0043-1397, 28, 10,  2597-2606",Economic value of recreation,California,2010-04-19,2010-05-09,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/185,185,,,record,,,,
rrrd186,Recreational demands for maintaining instream flows: a contingent valuation approach,,"Daubert, J. T. and Young, R. A.",,1981,Journal Article,record,,,Cache la Poudre,,"American Journal of Agricultural Economics,  0002-9092, 63, 4,  666-676","Economic value of recreation, Miscellaneous",Colorado,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/186,186,,,record,,,,
rrrd187,Standards of quality for river use within the Fort Niobrara Wilderness area,,"Davis, J. B. and Lindvall, M.","Cole, D. N., McCool, S. F., Borrie, W. T. and O'Loughlin, J.",2000,Conference Proceedings,record,,,Niobrara,,"Wilderness science in a time of change conference, volume 4 : wilderness visitors, experiences, and visitor management, RMRS-P-15, May 23-27, 1999,  Missoula, MT,  USDA Forest Service, Rocky Mountain Research Station,  232-235","Use estimation methods, Crowding, Recreation experience, User satisfaction, Management standards",Nebraska,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/187,187,,,record,,,,
rrrd188,Recreational portage trails as corridors facilitating non-native plant invasions of the boundary waters canoe area wilderness,,"Dickens, S. M., Gerhardt, F. and Collinge, S. K.",,2005,Journal Article,record,,,Boundary Waters Canoe Area,,"Conservation Biology, 8888892, 19, 5,  1653-1657",Level of environmental impact,Minnesota,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/188,188,,,record,,,,
rrrd189,Riverine based eco-tourism: Trinity River non-market benefits estimates,,"Douglas, A. J. and Taylor, J. G.",,1998,Journal Article,record,,,Trinity,,"International Journal of Sustainable Development and World Ecology,  1350-4509, 5, 2,  136-148",Economic value of recreation,California,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/189,189,,,record,,,,
rrrd190,Sensitivity of whitewater rafting consumers surplus to pecuniary travel cost specifications,,"English, D. B. K. and Bowker, J. M.",,1996,Journal Article,record,,,Chattooga,,"Journal of Environmental Management,  0301-4797, 47, 1,  79-91",Economic value of recreation,Georgia,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/190,190,,,record,,,,
rrrd191,The perceived impacts of tourism on the Mississippi National River and Recreation Area,,"Clements, C. J.",,1993,Journal Article,record,,,Mississippi,,"Dissertation Abstracts International, 54,  4-A) (Oct 1993",n/a,Minnesota,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/191,191,,,record,,,,
rrrd192,Traffic recorders in dispersed recreation use estimation,,"Erickson, D. L. and Liu, C. J.","Cordell, H. K. and McLellan, R. W.",1982,Conference Proceedings,record,,,Red River Gorge,,"Southeastern Recreation Research Conference Proceedings 1980-1981,  Asheville, NC,  USDA Forest Service, Southeast Forest Experiment Station,  77-84",Use estimation methods,Kentucky,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/192,192,,,record,,,,
rrrd193,Individual and setting attributes of the adventure recreation experience,,"Ewert, A. and Hollenhorst, S. J.",,1994,Journal Article,record,,,Cheat; Gauley; New; Youghiogheny,,"Leisure Sciences,  0149-0400, 16, 3,  177-191","Recreation setting, Recreation experience, User characteristics",Maryland; Pennsylvania; West Virginia,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/193,193,,,record,,,,
rrrd194,Modeling instream recreational benefits,,"Fling, M. and Montgomery, R. H.",,1988,Journal Article,record,,,New River Gorge,,"Water Resources Bulletin,  0043-1370, 24, 5,  1073-1081",Economic value of recreation,West Virginia,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/194,194,,,record,,,,
rrrd195,Tubing on the Apple River: a new industry?,,"Gerlach, J. and Janke, J.",,1993,Journal Article,record,,,Apple,,"American Geographical Society's Focus,  0015-5004, 43, 3, 13",Economic value of recreation,Wisconsin,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/195,195,,,record,,,,
rrrd196,"Values and behaviors of trout anglers, and their attitudes toward fishery management, relative to membership in fishing organizations: a Michigan case study",,"Gigliotti, L. M. and Peyton, R. B.",,1993,Journal Article,record,,,Au Sable,,"North American Journal of Fisheries Management,  0275-5947, 13, 3,  492-501",User characteristics,Michigan,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/196,196,,,record,,,,
rrrd197,The simulation and visualization of complex human-environment interactions,,"Gimblett, R., Daniel, T., Cherry, S. and Meitner, M. J.",,2001,Journal Article,record,,,Colorado,,"Landscape and Urban Planning,  0169-2046, 54, 1,  63-79",Miscellaneous,Arizona,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/197,197,,,record,,,,
rrrd198,"Recreation, tourism, and the local residents: partnership or co-existence?",,"Clements, C. J., Schultz, J. H. and Lime, D. W.",,1993,Journal Article,record,,,Mississippi,,"Journal of Park and Recreation Administration,  0735-1968, 11, 4,  78-91",Miscellaneous,Minnesota,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/198,198,,,record,,,,
rrrd199,"The Grand Canyon of the Colorado: a challenge to float, a challenge to manage",,"Cole, D. N.",,1989,Journal Article,record,,,Colorado (Grand Canyon),,"Western Wildlands,  0363-6690, 15, 3,  2-7","Outfitter/guide issues, Use allocation",Arizona,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/199,199,,,record,,,,
rrrd200,"Fees and visitor preferences for the Chena River Recreation Area, Alaska","fee areas, visitor preferences, Chena River, recreation demand, contingent valuation method","Giraud, K. L.",,2001,Journal Article,record,,,Chena,,"Journal of Park and Recreation Administration,  0735-1968, 19, 2,  98-112","Visitor preferences, Recreation demand",Alaska,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/200,200,,,record,,,,
rrrd201,"Recreation use of upper Pemigewasset and Swift River Drainages, New Hampshire",,"Glass, R. J. and Walton, G. S.",,1995,Report,record,,,Pemigewasset; Swift,,"Radnor, PA,  USDA Forest Service, Northeastern Forest Experiment Station,  Research Paper NE-701,  8 pp.",Use estimation method,New Hampshire,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/201,201,,,record,,,,
rrrd202,The human dimensions of urban greenways: planning for recreation and related experiences,,"Gobster, P. H. and Westphal, L. M.",,2004,Journal Article,record,,,Chicago,,"Landscape and Urban Planning,  0169-2046, 68,  2/3,  147-165","Recreation experience, Miscellaneous",Illinois,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/202,202,,,record,,,,
rrrd203,Notes on the stability of the factor structure of leisure meanings,,"Graefe, A. R., Ditton, R. B., Roggenbuck, J. W. and Schreyer, R.",,1981,Journal Article,record,,,Green; Yampa,,"Leisure Sciences,  0149-0400, 4, 1,  51-65",Motivation,Colorado; Utah,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/203,203,,,record,,,,
rrrd204,"Recreational fishing in the Kankakee River, Illinois",,"Graham, R. J., Larimore, R. W. and Dimond, W. F.",,1984,Report,record,,,Kankakee,,"Champaign, IL,  Illinois Natural History Survey, Department of Natural Resources,  Biological Notes No. 120,  13pp.",User characteristics,Illinois; Indiana,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/204,204,,,record,,,,
rrrd205,Option value: empirical evidence from a case study of recreation and water quality,,"Greenley, D. A., Walsh, R. G. and Young, R. A.",,1981,Journal Article,record,,,South Platte,,"The Quarterly Journal of Economics,  0033-5533, 96, 4,  657-673",Value of environmental amenities,Colorado,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/205,205,,,record,,,,
rrrd206,On the water front: vital judicial ruling addresses visitor capacity,,"Haas, G. E.",,2004,Journal Article,record,,,Merced,,"Parks & Recreation,  0031-2215, 39, 9,  106-113",Use allocation,California,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/206,206,,,record,,,,
rrrd207,Past on-site experience and its relationship to managing river recreation resources,,"Hammitt, W. E. and McDonald, C. D.",,1983,Journal Article,record,,,Hiwassee; Deep Creek; Chattahoochee,,"Forest Science,  0015-749X, 29, 2,  262-266","User characteristics, Level of environmental impact",Georgia; North Carolina; Tennessee,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/207,207,,,record,,,,
rrrd208,Use level and encounters: important variables of perceived crowding among non-specialized recreationists,,"Hammitt, W. E., McDonald, C. D. and Noe, F. P.",,1984,Journal Article,record,,,Hiwassee,,"Journal of Leisure Research,  0022-2216, 16, 1,  1-8","Crowding, Use estimation methods",Tennessee,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/208,208,,,record,,,,
rrrd209,Temporal shift in commercial Chattooga River tours as a result of a federally imposed use cap,,"Howard, G., Wallace, J. and Kosanke, R.",,1988,Journal Article,record,,,Chattooga,,"Journal of Travel Research,  0047-2875, 27, 2,  43-45","Use allocation, Outfitter/guide",South Carolina,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/209,209,,,record,,,,
rrrd210,Riparian habits and recreation: interrelationships and impacts in the Southwest and Rocky Mountain region,,"Johnson, R. R. and Carothers, S. W.",,1982,Report,record,,,n/a,,"Bureau of Business and Economic Research, College of Business Administration, University of Arizona,  Eisenhower Consortium Bulletin No. 12,  31pp.",Miscellaneous,Southwest and Rockies,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/210,210,,,record,,,,
rrrd211,Validation of the flow theory in an on-site whitewater kayaking setting,,"Jones, C. D., Hollenhorst, S. J., Perna, F. and Selin, S.",,2000,Journal Article,record,,,Cheat,,"Journal of Leisure Research,  0022-2216, 32, 2,  247-261","Recreation experience, Recreation setting",West Virginia,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/211,211,,,record,,,,
rrrd212,Rural landowners' attitudes towards the Missouri River State Trail,,"Kaylen, M. S., Bhullar, H., Vaught, D., Braschler, C. and al., e.",,1993,Journal Article,record,,,Missouri,,"Journal of Leisure Research,  0022-2216, 25, 3,  281-289",Local resident viewpoint,Missouri,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/212,212,,,record,,,,
rrrd213,Tools for recreation management in parks: the case of the greater Yellowstone's blue-ribbon fishery,,"Kerkvliet, J. and Nowell, C.",,2000,Journal Article,record,,,Yellowstone,,"Ecological Economics,  0921-8009, 34, 1,  89-100","Use estimation, Permit/fee system, Level of environmental impact",Wyoming,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/213,213,,,record,,,,
rrrd214,The Flathead River study - using visitor research to answer management questions,,"Krumpe, E. E., McLaughlin, W. J. and Stokes, G. L.",,1982,Journal Article,record,,,Flathead,,"Naturalist,  3-5","Recreation experience, Use allocation",Montana,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/214,214,,,record,,,,
rrrd215,Measuring regional economic impacts of streamflow depletions,,"Leones, J., Colby, B., Cory, D. and Ryan, L.",,1997,Journal Article,record,,,Rio Grande,,"Water Resources Research,  0043-1397, 33, 4,  831-838","Economic value of recreation, Recreation experience",New Mexico,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/215,215,,,record,,,,
rrrd216,River recreation use and visitors: a cross-cultural analysis,,"Lime, D. W., Koch, N. E. and Heytze, J. C.",,1986,Conference Proceedings,record,,,n/a,,"18th IUFRO World Congress, division 6, general subjects, September 7-21, 1986,  Ljubljana, Yugoslavia,  World Congress Organizing Committee,  78-89","Recreation setting, User characteristics",United States; Denmark; Netherlands,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/216,216,,,record,,,,
rrrd217,Monetizing benefits under alternative river recreation use allocation systems,,"Loomis, J. B.",,1980,Journal Article,record,,,Colorado (Westwater Canyon),,"Water Resources Research,  0043-1397, 16, 1,  28-32",Use allocation,Utah,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/217,217,,,record,,,,
rrrd218,Measuring the total economic value of restoring ecosystem services in an impaired river basin: results from a contingent valuation survey,,"Loomis, J., Kent, P., Strange, L., Fausch, K. and Covich, A.",,2000,Journal Article,record,,,Platte,,"Ecological Economics (Amsterdam),  0921-8009, 33, 1,  103-117",Economic value of recreation,Colorado,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/218,218,,,record,,,,
rrrd219,Measuring leisure motivation: a meta-analysis of the recreation experience preference scales,,"Manfredo, M. J., Driver, B. L. and Tarrant, M. A.",,1996,Journal Article,record,,,Numerous,,"Journal of Leisure Research,  0022-2216, 28, 3,  188-213",User experience,Arizona; California; Colorado; Illinois; Michigan; North Carolina; Utah; Virginia; Vermont; Wyoming,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/219,219,,,record,,,,
rrrd220,Recreation density and user satisfaction: a further exploration of the satisfaction model,,"Manning, R. E. and Ciali, C. P.",,1980,Journal Article,record,,,n/a,,"Journal of Leisure Research,  0022-2216, 12, 4,  329-345","Recreation experience, User satisfaction",Vermont,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/220,220,,,record,,,,
rrrd221,Recreation and river type: social-environmental relationships,,"Manning, R. E. and Ciali, C. P.",,1981,Journal Article,record,,,Batten Kill; Mad; White; Winooski,,"Environmental Management,  0364-152X, 5, 2,  109-120",Recreation setting,Vermont,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/221,221,,,record,,,,
rrrd222,The importance of visual environmental quality in site selection for water-based and water-enhanced recreation activities,,"McAvory, L. H., Burdge, R. J., Absher, J. and Gramman, J.",,1986,Journal Article,record,,,Mississippi (Upper),,"Recreation Research Review, 12, 3,  41-48","Recreation setting, Recreation experience",n/a,2010-04-19,2010-05-09,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/222,222,,,record,,,,
rrrd223,Recreation management in the West,,"McAvoy, L. H., Dustin, D. L., Lucas, R. C., Bonnicksen, T. M., McCool, S. F., Brickler, S., Tunnicliff, B., Utter, J. and Brown, C. N.",,1983,Journal Article,record,,,Colorado (Grand Canyon),,"Western Wildlands,  0363-6690, 9, 2, 2-32",n/a,Arizona,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/223,223,,,record,,,,
rrrd224,"Use patterns, preferences, and social impacts of floaters on three Southern Appalachian rivers",,"McDonald, C. D.",,1983,Journal Article,record,,,n/a,,"Forestry Abstracts, 44, 10,  622-623",n/a,Eastern rivers,2010-04-19,2010-04-19,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/224,224,,,record,,,,
rrrd225,Managing river environments for the participation motives of stream floaters,,"McDonald, C. D.",,1983,Journal Article,record,,,n/a,,"Journal of Environmental Management,  0301-4797, 16, 4,  369-377",Recreation experience,Southern Appalachian rivers,2010-04-19,2010-04-19,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/225,225,,,record,,,,
rrrd226,Outdoor recreation planning,,"Nelson, C. M., Lynch, J. A., Fusselman, M. J., Lindsay, J. J. and Manning, R. E.",,1995,Journal Article,record,,,Penobscot,,"General Technical Report - Northeastern Forest Experiment Station, USDA Forest Service,  No. NE-198,  13-32",n/a,Maine,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/226,226,,,record,,,,
rrrd227,Measurement specification and leisure satisfaction,,"Noe, F. P.",,1987,Journal Article,record,,,Chattahoochee,,"Leisure Sciences,  0149-0400, 9, 3,  163-172",User satisfaction,Georgia,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/227,227,,,record,,,,
rrrd228,"Fuzzy decision analysis for power, recreation, and environmental objectives on the Green River, Colorado and Utah","water resources management, hydropower","Owen, W. J., Gates, T. K. and Flug, M.",,1995,Journal Article,record,,,Green,,"Waterpower conference proceedings, 247",Hydropower impacts,Colorado; Utah,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/228,228,,,record,,,,
rrrd229,Incidental and joint consumption in recreation demand,recreation demand model,"Parsons, G. R. and Wilson, A. J.",,1997,Journal Article,record,,,n/a,,"Agricultural and Resource Economics Review, 26, 1,  1-6","Trip characteristics, Recreation demand model",Maine,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/229,229,,,record,,,,
rrrd230,The influence of recreationists' cultural or ethnic background upon their river recreation experiences,,"Pawelko, K. A., Drogin, E. B. and Graefe, A. R.","Kuentzel, W. F.",1997,Conference Proceedings,record,,,Delaware,,"Proceedings of the 1996 Northeastern Recreation Research Symposium, GTR-NE-232, March 31-April 2, 1996,  Bolton Landing, NY,  USDA Forest Service, Northeastern Forest Experiment Station,  49-54",Recreation experience,New Jersey; Pennsylvania,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/230,230,,,record,,,,
rrrd231,"The influence of setting familiarity, social trip motivations and group size on the environmental perception of river recreationists",,"Perkins, N. H.",,1990,Thesis,record,,,Wisconsin (Lower),,"Madison, WI,  University of Wisconsin-Madison,  3218-3219","Recreation setting, Recreation experience",Wisconsin,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/231,231,,,record,,,,
rrrd232,Modeling recreation decisions and estimating the benefits of North Dakota river recreation,,"Piper, S.",,1998,Journal Article,record,,,n/a,,"Rivers,  0898-8048, 6, 4, 251",n/a,North Dakota,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/232,232,,,record,,,,
rrrd233,Recreational angler surveys: the interaction of scale and optimal contact methods for effort and catch estimation,,"Pollock, K. H.",,2003,Report,record,,,Delaware,,"No.67,  33-38",Miscellaneous,n/a,2010-04-19,2010-04-19,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/233,233,,,record,,,,
rrrd234,Impasse on the Upper Delaware,,"Pontier, G.",,1987,Book Section,record,,,Delaware (Upper),,"Brower, D. J. and Carol, D. S.,  Managing land-use conflicts: case studies in special area management,  Durham, NC,  Duke University Press, 822305607,  231-243",Cooperative/collaborative management,New Jersey; New York; Pennsylvania,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/234,234,,,record,,,,
rrrd235,Multiple-attribute evaluation of ecosystem management for the Missouri River system,,"Prato, T.",,2003,Journal Article,record,,,Missouri,,"Ecological Economics,  0921-8009, 45, 2,  297-309",Frameworks for managing recreation,n/a,2010-04-19,2010-04-19,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/235,235,,,record,,,,
rrrd236,The Wild and Scenic Rivers Act: putting policy into practice in West Virginia,,"Pyle, L. A.",,1994,Journal Article,record,,,n/a,,"Progress in Rural Policy and Planning, 4,  33-44",Miscellaneous,West Virginia,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/236,236,,,record,,,,
rrrd237,Modeling complex human-environment interactions: the Grand Canyon river trip simulator,,"Roberts, C. A., Stallman, D. and Bieri, J. A.",,2002,Journal Article,record,,,Colorado (Grand Canyon),,"Ecological Modelling,  0304-3800, 153, 1,  181-196",Framework for managing recreation,Arizona,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/237,237,,,record,,,,
rrrd238,River float trip encounter norms: questioning the use of the social norms concept,,"Roggenbuck, J. W., Williams, D. R., Bange, S. P. and Dean, D. J.",,1991,Journal Article,record,,,New,,"Journal of Leisure Research,  0022-2216, 23, 2,  133-153","Management standards, Social norms",West Virginia,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/238,238,,,record,,,,
rrrd239,Public-private partnership to increase commercial tour guides' effectiveness as nature interpreters,,"Roggenbuck, J. W., Williams, D. R. and Bobinski, C. T.",,1992,Journal Article,record,,,New River Gorge,,"Journal of Park and Recreation Administration,  0735-1968, 10, 2,  41-50","Outfitter/guide, Public education techniques",West Virginia,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/239,239,,,record,,,,
rrrd240,Toward empirical estimation of the total value of protecting rivers,,"Sanders, L. D., Walsh, R. G. and Loomis, J. B.",,1990,Journal Article,record,,,n/a,,"Water Resources Research,  0043-1397, 26, 7,  1345-1357",Economic value of recreation,Colorado,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/240,240,,,record,,,,
rrrd241,Forecasting recreation demand in the Upper Savannah River basin,"recreation demand model, Savannah River","Saunders, P. R., Senter, H. F. and Jarvis, J. P.",,1981,Journal Article,record,,,Savannah (Upper),,"Annals of Tourism Research,  0160-7383, 8, 2,  236-256",Recreation demand model,South Carolina,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/241,241,,,record,,,,
rrrd242,"Profile of recreational paddlefish snaggers on the lower Yellowstone River, Montana",,"Scarnecchia, D. L., Stewart, P. A. and Lim, Y.",,1996,Journal Article,record,,,Yellowstone (Lower),,"North American Journal of Fisheries Management,  0275-5947, 16, 4,  872-879",User characteristics,Montana,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/242,242,,,record,,,,
rrrd243,"Research, politics, and resource management decisions: a case study of river research in Grand Canyon",,"Shelby, B.",,1981,Journal Article,record,,,Colorado (Grand Canyon),,"Leisure Sciences,  0149-0400, 4, 3,  281-296",Miscellaneous,Arizona,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/243,243,,,record,,,,
rrrd244,Priorities for river recreation management in the southern Appalachians,,"Smith, A. C., Wellman, J. D., Roggenbuck, J. W. and Killeen, K.",,1983,Journal Article,record,,,n/a,,"Southern Journal of Applied Forestry, 7, 4,  185-190","User characteristics, Management standards",Virginia,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/244,244,,,record,,,,
rrrd245,Selection and recreation demand,,"Smith, V. K.",,1988,Journal Article,record,,,Monongahela,,"American Journal of Agricultural Economics,  0002-9092, 70, 1,  29-36",Economic value of recreation,Pennsylvania,2010-04-19,2010-05-08,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/245,245,,,record,,,,
rrrd246,"In search of situational effects in outdoor recreation: different methods, different results","recreation setting, crowding, recreation experience, Grand Canyon, Colorado River","Stewart, W. P. and Cole, D. N.",,1999,Journal Article,record,,,Colorado (Grand Canyon),,"Leisure Sciences,  0149-0400, 21, 4,  269-286","Recreation setting, Crowding, Recreation experience",Arizona,2010-04-19,2010-05-07,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/rrrd/id/246,246,,,record,,,,
